Filename,Avg_Posture_Deviation,Avg_Head_Movement_Magnitude,Sentiment,Speaker,Utterance,Avg_Raw_Pos_X,Avg_Raw_Pos_Y,Avg_Raw_Pos_Z,Avg_Head_Tilt,Avg_Head_Roll,Avg_Head_Pitch
dia450_utt7.mp4,0.035414662,0.015817912,negative,Phoebe,"Oh, you so would! Oh, you should get that anyway.  Like for clubbing.",0.6041999,0.40977514,-0.81871575,7.7923594,-164.20372,-0.54125774
dia450_utt8.mp4,0.04825087,0.010130164,positive,Monica,"It is so weird, I know what I said, but uh, this morning, I was lying in bed I was, I was imagining what it would be like to say yes.",0.4762676,0.36345863,-0.27826622,9.127115,-140.73174,68.24231
dia450_utt9.mp4,0.012872934,0.014319705,positive,Monica,"I know it’s a little sudden, and it’s a little rushed, and it’s totally not like me to do something like this, but that doesn’t mean I can’t.",0.3496323,0.3177492,-0.3750175,-3.3766878,-159.28146,-80.49812
dia451_utt0.mp4,0.024546752,0.023574559,neutral,Mike,"Ok, so it's a tie again, 41 to 41.",0.5284898,0.3092738,-0.7767115,2.4208548,-167.5766,-147.92293
dia451_utt1.mp4,0.02972758,0.014433155,negative,Chandler,"Ok, look! Enough is enough!",0.62631845,0.32172042,-0.43788493,-6.384764,-157.73485,-174.71342
dia451_utt2.mp4,0.0762492,0.00883647,positive,Monica,"No, I have just to have two more points to beat him!",0.4790935,0.34644166,-0.93179876,-18.542383,-169.7636,173.41196
dia451_utt3.mp4,0.009051537,0.028527658,neutral,Chandler,"Monica, that was also true an",0.57774734,0.25734207,-0.40835798,4.618557,-166.39005,16.344368
dia451_utt4.mp4,0.032968875,0.011149903,negative,Monica,I can't just walk away! I've put in four hours!,0.4189133,0.29091197,-0.436642,-9.547062,-153.75623,-40.460022
dia451_utt5.mp4,0.007956897,0.016518377,neutral,Monica,You knew this about me when you married me!,0.5336267,0.29414317,-0.4108442,-2.3695133,-156.37837,27.116192
dia451_utt6.mp4,0.016395407,0.01729738,neutral,Monica,You agreed to take me in sickness and in health.,0.38876772,0.2300688,-0.44195688,-4.682971,-154.64006,105.53196
dia451_utt7.mp4,0.033595085,0.018868398,negative,Monica,"Well, this is my sickness!",0.40879646,0.24362594,-0.5389246,-9.532195,-156.85312,-144.20395
dia452_utt0.mp4,0.07106804,0.036214575,neutral,Joey,"Oh yeah-yeah, the lobster.",0.5838764,0.35543776,-0.7534512,-5.798148,-164.09491,-99.30603
dia452_utt1.mp4,0.048418403,0.029918676,neutral,Rachel,"Yeah, I mean I was up sick all night.",0.5721311,0.35122126,-0.5311383,-15.129486,-150.11008,-36.699085
dia452_utt2.mp4,0.04059589,0.026881697,neutral,Joey,"Yeah me too, all night.",0.7977997,0.43531576,-0.22332339,-17.263918,-145.76729,147.18808
dia452_utt3.mp4,0.048778184,0.022948224,positive,Rachel,Really?! How come we didn’t cross paths?,0.52960825,0.390248,-0.5435563,-12.011681,-150.2471,173.12085
dia452_utt4.mp4,0.045827862,0.012636021,neutral,Joey,"Yeah well that’s because uh…I stayed in my room. Yeah, you don’t want to look in my hamper.",0.59910667,0.33971986,-0.37264842,-13.723946,-145.863,22.717184
dia453_utt0.mp4,0.024129,0.034907807,negative,Chandler,I can’t believe there is a naked hooker in there!,0.50308615,0.24152268,-0.118678816,10.245814,-134.96005,4.2204137
dia453_utt1.mp4,0.05110597,0.018571509,positive,Joey,Wait! Wait! Maybe she’s a hooker,0.36163503,0.31288153,-0.39114723,-12.229126,-144.37164,167.06857
dia454_utt0.mp4,0.05101368,0.031136785,neutral,Phoebe,"Yeah, okay let’s leave these two alone.",0.21879894,0.2915224,-0.4214744,-17.616468,-149.32214,140.26118
dia454_utt1.mp4,0.027381502,0.009908953,negative,Rachel,"No! I do not care what my hormones are doing, I am not going to just do it with some random guy!",0.4414902,0.2872013,-0.45510918,-3.4984426,-150.3976,30.679176
dia454_utt2.mp4,0.017271208,0.008565058,negative,Phoebe,Fine! Then you tell Roger because he was really looking forward to this!,0.56245226,0.3193706,-0.5032434,4.427017,-150.93294,-169.56369
dia455_utt0.mp4,0.035291195,0.05520414,neutral,Julie,So.,0.57347953,0.3954391,-0.44072804,-89.58627,-150.87526,6.561725
dia455_utt1.mp4,0.037462745,0.030543452,neutral,Rachel,So.,0.5017198,0.27643365,-0.28906104,-10.020423,-137.99342,57.76654
dia455_utt10.mp4,0.14617908,0.05626037,positive,Julie,Oy.,0.2665875,0.3862886,-0.41822875,-41.016605,-155.31091,167.63808
dia455_utt11.mp4,0.0456101,0.0057097995,negative,Rachel,"Um, ok, uh, oh god, um, when you and uh Ross first started going out, it was really hard for me, um, for many reasons, which I'm not gonna bore you with now, but um, I just, I see how happy he is, you know, and how good you guys are together, and um, Monica's always saying how nice you are, and god I hate it when she's right.",0.37741366,0.36529744,-0.36707008,-10.769583,-150.55191,167.88829
dia455_utt12.mp4,0.04712743,0.014672235,neutral,Julie,"Thanks. Hey, listen, would you like to go to a movie sometime or something?",0.42930242,0.43541837,-0.64746535,-3.097743,-157.842,-90.58348
dia455_utt13.mp4,0.018189665,0.005758359,positive,Rachel,"Yeah, that'd be great. I'd love it.",0.3877599,0.34267554,-0.3454997,-3.9143012,-146.81407,176.42162
dia455_utt14.mp4,0.07226992,0.014446023,neutral,Julie,"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",0.32217625,0.30757338,-0.27289456,-24.475838,-155.29163,163.96207
dia455_utt15.mp4,0.08024862,0.032968238,neutral,Rachel,"All right, Julie.",0.26763684,0.32289317,-0.1761042,-27.651144,-138.43655,156.07283
dia455_utt16.mp4,0.030669825,0.02462273,neutral,Julie,Bye.,0.6414307,0.3453675,0.02135479,92.00043,-74.22519,-7.6507154
dia455_utt17.mp4,0.0115829315,0.010602366,negative,Rachel,Bye.  What a manipulative bitch.,0.9144853,0.28153825,-0.04005579,-36.604435,-119.51456,114.92794
dia455_utt2.mp4,0.0025142839,0.0044483826,neutral,Rachel,I just thought the two of us should hang out for a bit.,0.6733488,0.27544555,-0.22931102,1.1582932,-154.60257,-142.79254
dia455_utt3.mp4,0.017948883,0.022300672,neutral,Rachel,"I mean, you know, we've never really talked.",0.479846,0.31854728,-0.41539252,-4.6177497,-156.92412,69.57518
dia455_utt4.mp4,0.021601455,0.03380115,neutral,Rachel,"I guess you'd know that, being one of the two of us, though, right?",0.5454598,0.3502896,-0.5082116,-4.4008946,-158.19762,151.26503
dia455_utt5.mp4,0.024676979,0.0066084843,negative,Julie,"I know, I probably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",0.7142253,0.35193828,-0.4882541,-7.018866,-157.26266,74.719795
dia455_utt6.mp4,0.034366276,0.037631415,positive,Rachel,Really? Me?,0.40028906,0.39127502,-0.5825064,-8.9952135,-162.39828,81.49565
dia455_utt7.mp4,0.015184693,0.05961412,positive,Julie,"Oh my god, are you kidding?",0.5531418,0.34343106,-0.4778166,-5.4077783,-155.87021,-45.77948
dia455_utt8.mp4,0.029858172,0.018420497,negative,Julie,"Ross is so crazy about you, and I really wanted you to like me, and, it's probably me being totally paranoid, but I kinda got the feeling that maybe you don't.",0.4444486,0.41515663,-0.5036238,-6.8403893,-157.05858,-3.5079257
dia455_utt9.mp4,0.03952297,0.0041185524,neutral,Rachel,"Well, you're not totally paranoid.",0.37339032,0.35049844,-0.41099477,-10.371231,-152.39589,80.783
dia456_utt0.mp4,0.017384527,0.05520515,positive,Phoebe,"Chandler, I found the perfect ring.",0.56338114,0.27895123,-0.4011158,2.042336,-150.59349,-48.30125
dia456_utt1.mp4,0.01072228,0.01775434,neutral,Chandler,"Oh, that’s uh, that’s pretty nice but I’m gonna go with the one I picked first.",0.5146878,0.3393207,-0.45360118,-0.40554565,-153.84314,77.026924
dia456_utt10.mp4,0.03488694,0.0061439876,neutral,Phoebe,Maybe it was the guy.,0.4070859,0.30924964,-0.51974696,-9.230831,-154.33888,175.53209
dia456_utt11.mp4,0.037182108,0.008130875,negative,Chandler,It was the ring!,0.55219203,0.33310542,-0.7992007,-7.709926,-162.34354,-176.37982
dia456_utt2.mp4,0.043280113,0.031008983,negative,Phoebe,"Oh my God Chandler, the one you picked is gone. It’s over!",0.49953383,0.38049126,-0.7512458,-8.7053385,-158.82144,103.874504
dia456_utt3.mp4,0.010323452,0.022689996,negative,Chandler,What?,0.5866678,0.24285327,-0.3603915,-1.0919152,-150.83221,-65.10182
dia456_utt4.mp4,0.032770883,0.015256432,negative,Phoebe,Some guy bought it. I’m sorry. I tired to stop it but they  put me in jail!,0.47594982,0.2645104,-0.515245,-8.58214,-151.3543,153.73062
dia456_utt5.mp4,0.03580123,0.0,negative,Chandler,They put you in jail?,0.52100354,0.27191073,-0.59330344,-9.125696,-155.98787,173.84613
dia456_utt6.mp4,0.028187767,0.018581973,negative,Phoebe,The little jail between the doors!,0.51316607,0.27748996,-0.46493715,-6.4009957,-150.02042,-134.96265
dia456_utt7.mp4,0.013249075,0.017983017,negative,Chandler,"Phoebe, I asked you to guard the ring!",0.5798586,0.3411267,-0.5744381,-2.9904373,-156.68675,-82.75045
dia456_utt8.mp4,0.027952043,0.0142057445,negative,Phoebe,"I know, I’m sorry! But y’know, this ring is better! Monica never even saw the other ring.",0.52556646,0.30318734,-0.5062196,-6.899744,-153.40259,48.64374
dia456_utt9.mp4,0.030813301,0.01401373,negative,Chandler,Yeah but when he proposed to me with the ring I got goose bumps.,0.5223889,0.36601987,-0.6759449,-5.985027,-161.20853,-175.97781
dia457_utt0.mp4,0.021923542,0.020142846,neutral,Rachel,"No, not that, I mean, what about you and Mindy?",0.5525482,0.26008472,-0.17924982,9.094465,-140.13232,-76.71218
dia457_utt1.mp4,0.044444002,0.042112093,neutral,Barry,"Well, if you want, I'll just—I'll just break it off with her.",0.47797772,0.36194128,-0.60303617,-10.357673,-159.25757,-17.074669
dia457_utt10.mp4,0.042738147,0.10256487,neutral,Bobby,"Hey, Dr. Farber.",0.37953693,0.3659256,-0.14778,-12.637946,-137.3397,-165.90736
dia457_utt11.mp4,0.07266864,0.024471587,neutral,Barry,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",0.5329252,0.3062702,-0.19718572,5.6692452,-125.425064,-24.347267
dia457_utt12.mp4,0.12530865,0.100533046,negative,Rachel,What?!,0.6607539,0.43925878,-0.63076216,34.87695,-159.4482,-176.06761
dia457_utt13.mp4,0.028923806,0.013865839,negative,Bobby,"I'm twelve, I'm not stupid.",0.52571034,0.3469809,-0.43329287,6.3398275,-145.27538,-171.391
dia457_utt2.mp4,0.052400798,0.06410238,negative,Rachel,"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",0.4574964,0.39270705,-0.31705114,-18.530853,-133.32802,-105.627594
dia457_utt3.mp4,0.061160542,0.03978968,neutral,Bernice,"Dr. Farber, Bobby Rush is here for his adjustment.",0.4392493,0.30905238,-0.3074947,-27.17163,-159.1633,131.47682
dia457_utt4.mp4,0.06668443,0.035995353,neutral,Barry,"Thanks, Bernice.  Let's go away this weekend.",0.5244762,0.32686916,-0.3956533,-22.60053,-151.72568,35.275017
dia457_utt5.mp4,0.008909122,0.013548836,positive,Rachel,"Oh, Barry..! Come on, this is all way too..",0.5623095,0.30413806,-0.34894085,-1.6574717,-145.51604,167.19121
dia457_utt6.mp4,0.008919504,0.03956279,positive,Barry,"We can, we can go to Aruba!",0.5867083,0.34652466,-0.293264,-1.3563949,-145.99094,-162.70445
dia457_utt7.mp4,0.023375448,0.015495367,negative,Barry,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",0.5155716,0.32915437,-0.4749851,-5.102309,-153.24681,-116.14558
dia457_utt8.mp4,0.012819445,0.0070373365,negative,Barry,You would've liked it.,0.5441788,0.3420708,-0.45951626,-2.7209194,-153.87717,-171.38132
dia457_utt9.mp4,0.021674344,0.013448994,neutral,Rachel,I had a bra.,0.32905644,0.28168342,-0.11709626,13.774899,-125.30288,-4.512643
dia459_utt0.mp4,0.010933783,0.020961007,neutral,Monica,Oh that's an eye removal machine.,0.52888817,0.36165813,-0.22267567,1.4297749,-149.29152,58.782585
dia459_utt1.mp4,0.007019624,0.00981892,negative,Rachel,"All right, I'm outta here!",0.50619125,0.3351572,-0.24052602,3.4163277,-152.9081,-173.28056
dia459_utt10.mp4,0.029805552,0.008439386,negative,Rachel,What?!,0.37099898,0.25656208,-0.614714,-9.395852,-164.07048,177.51338
dia459_utt11.mp4,0.040030245,0.033189684,negative,Monica,"A small puff of air, now come on!",0.57250154,0.5081549,-0.48640594,7.1930394,-152.85304,127.44115
dia459_utt2.mp4,0.010186743,0.02630058,positive,Monica,I'm kidding! I'm kidding!,0.62124974,0.35509783,0.05767893,110.48985,-67.838684,-45.926094
dia459_utt3.mp4,0.036585793,0.00842099,negative,Rachel,So were done then!,0.5154838,0.29312548,-0.514425,-15.344842,-158.10979,173.3869
dia459_utt4.mp4,0.039129995,0.029024813,neutral,Dr. Miller,"Almost! But first, we gotta start.",0.3008664,0.2746228,-0.46759036,-11.887659,-156.26552,-144.4623
dia459_utt5.mp4,0.02947143,0.0113358395,neutral,Dr. Miller,This is a glaucoma test.,0.3151672,0.24692518,-0.20417126,-13.892784,-145.96005,-76.13074
dia459_utt6.mp4,0.023947546,0.0055090855,neutral,Rachel,Uh-huh.,0.2925991,0.24594124,-0.27259782,-10.836927,-151.90845,-178.71426
dia459_utt7.mp4,0.020515958,0.014107277,neutral,Dr. Miller,Sit down.,0.34080192,0.24580124,-0.29015848,-9.75254,-155.09323,-177.53731
dia459_utt8.mp4,0.008593204,0.018267337,neutral,Rachel,Okay.,0.30166915,0.28615144,-0.2774009,-4.120943,-160.8721,35.975864
dia459_utt9.mp4,0.046590757,0.035814315,neutral,Dr. Miller,"But your chin here.  Now, you'll feel a small puff of air in each eye.",0.44999322,0.3239969,-0.38627073,8.0236635,-152.86311,-37.440163
dia45_utt0.mp4,0.04845696,0.036004838,negative,Joey,"Dude, I am sorry about what I said!",0.33208582,0.34125987,-0.28504297,-15.4962845,-149.79031,120.53811
